track,seed,epoch,train_loss,validation_series_log_loss
position_additive,42,1,0.6992483735084534,0.6873255769071599
position_additive,42,2,0.6987927556037903,0.6872328913798824
position_additive,42,3,0.6983403563499451,0.6872431130454933
position_additive,42,4,0.6978846192359924,0.6873090752191352
position_additive,42,5,0.6974181532859802,0.6873710459101912
position_additive,42,6,0.6969518661499023,0.6873490766054371
position_additive,42,7,0.6964850425720215,0.687304522282294
position_additive,42,8,0.6960144639015198,0.687224305074389
position_additive,42,9,0.6955200433731079,0.687269033003522
position_additive,42,10,0.6950386762619019,0.6875223573427676
position_additive,42,11,0.6945824027061462,0.6878541900348845
position_additive,42,12,0.6941409707069397,0.6882211925164163
position_additive,42,13,0.6937195658683777,0.6885021006250707
position_additive,42,14,0.6933082342147827,0.6887627677323717
position_additive,42,15,0.6929274797439575,0.6888356963919425
position_additive,42,16,0.6925783157348633,0.6888350588126031
position_additive,42,17,0.6922612190246582,0.6888834056046971
position_additive,42,18,0.6919353604316711,0.6888882866241826
position_additive,42,19,0.6916083097457886,0.6887817717783831
position_additive,42,20,0.6913098692893982,0.6886297134791376
position_additive,42,21,0.6910162568092346,0.6885653065624227
position_additive,42,22,0.6907168626785278,0.6885559395545986
position_additive,42,23,0.690406322479248,0.6884439916354941
position_additive,42,24,0.6900985240936279,0.6883983734312397
position_additive,42,25,0.6898005604743958,0.6883588415675181
position_additive,42,26,0.6895077228546143,0.6883848007682273
position_additive,42,27,0.689208447933197,0.688463092441012
position_additive,42,28,0.6888986229896545,0.6885349762279857
position_additive,42,29,0.6885807514190674,0.6886256428014993
position_additive,42,30,0.6882501840591431,0.6887599267251412
position_additive,42,31,0.68790602684021,0.6889822215950314
position_additive,42,32,0.6875484585762024,0.6892627686757058
position_additive,42,33,0.6871877312660217,0.6895481382235892
position_additive,42,34,0.686828076839447,0.6898227214940909
position_additive,42,35,0.6864667534828186,0.6900421954007459
position_additive,42,36,0.6861019134521484,0.6902546735285039
position_additive,42,37,0.6857309341430664,0.6904088912665274
position_additive,42,38,0.6853454113006592,0.6904662699667373
position_additive,43,1,0.6886205673217773,0.6904734561855156
position_additive,43,2,0.687903881072998,0.6907864368802997
position_additive,43,3,0.6871733069419861,0.6908977399229459
position_additive,43,4,0.6864094734191895,0.6906085367458931
position_additive,43,5,0.6856297850608826,0.6904229260820626
position_additive,43,6,0.6848750710487366,0.6903426214206057
position_additive,43,7,0.6841313242912292,0.6902983650427227
position_additive,43,8,0.6833812594413757,0.690322478352428
position_additive,43,9,0.6826361417770386,0.6903957562204357
position_additive,43,10,0.6818981766700745,0.6906371197387967
position_additive,43,11,0.6811486482620239,0.6909492840288767
position_additive,43,12,0.6803866624832153,0.6912897404419992
position_additive,43,13,0.6796145439147949,0.6915797545935778
position_additive,43,14,0.6788525581359863,0.6917424528505658
position_additive,43,15,0.6781347393989563,0.6918938176777291
position_additive,43,16,0.6774575710296631,0.6919900059883692
position_additive,43,17,0.67680823802948,0.6920907356425517
position_additive,43,18,0.6761788725852966,0.6921534443060753
position_additive,43,19,0.6755658388137817,0.6922263867939318
position_additive,43,20,0.6749494671821594,0.69225426097754
position_additive,43,21,0.6743564009666443,0.6922965198801264
position_additive,43,22,0.6737700700759888,0.6923218212356802
position_additive,43,23,0.6731828451156616,0.692305224532352
position_additive,43,24,0.6726187467575073,0.6922486447243368
position_additive,43,25,0.6720569729804993,0.6922224622499052
position_additive,43,26,0.6714942455291748,0.6922070228192491
position_additive,43,27,0.6709321141242981,0.6922458727173326
position_additive,43,28,0.6703886985778809,0.6923506811630944
position_additive,43,29,0.6698474287986755,0.6924302950308925
position_additive,43,30,0.669317901134491,0.6924939279881446
position_additive,43,31,0.6687809228897095,0.6925966524749214
position_additive,43,32,0.6682444214820862,0.692705011468138
position_additive,43,33,0.6677097082138062,0.6928115942681923
position_additive,43,34,0.6671700477600098,0.6929016043194772
position_additive,43,35,0.6666209697723389,0.6930054986933106
position_additive,43,36,0.6660729646682739,0.693096616182098
position_additive,43,37,0.665526807308197,0.6931780446102986
position_additive,44,1,0.6939114928245544,0.6927814003397283
position_additive,44,2,0.6937819123268127,0.6927790927214945
position_additive,44,3,0.6936402320861816,0.6927560745162229
position_additive,44,4,0.6934882998466492,0.6927532572323418
position_additive,44,5,0.6933425664901733,0.6927553016996487
position_additive,44,6,0.6932043433189392,0.692786566905684
position_additive,44,7,0.6930710673332214,0.6927911048060773
position_additive,44,8,0.6929568648338318,0.692788550375229
position_additive,44,9,0.6928615570068359,0.6927731969304625
position_additive,44,10,0.6927604675292969,0.6927548369185919
position_additive,44,11,0.6926684379577637,0.6927248616437023
position_additive,44,12,0.6925801038742065,0.692687583114762
position_additive,44,13,0.6924878358840942,0.6926540173524453
position_additive,44,14,0.6923911571502686,0.6926366472578404
position_additive,44,15,0.6922876238822937,0.6926231696438938
position_additive,44,16,0.6921819448471069,0.6926003557492334
position_additive,44,17,0.6920711994171143,0.6925858850703098
position_additive,44,18,0.6919528245925903,0.6925658241272414
position_additive,44,19,0.6918259263038635,0.6925416429916831
position_additive,44,20,0.691688060760498,0.6925066281369266
position_additive,44,21,0.6915414929389954,0.6924676847626409
position_additive,44,22,0.6913885474205017,0.6924273403838588
position_additive,44,23,0.6912294030189514,0.6923815290723778
position_additive,44,24,0.6910635232925415,0.6923349857131774
position_additive,44,25,0.6908904314041138,0.6922969060129516
position_additive,44,26,0.6907095909118652,0.6922715256592508
position_additive,44,27,0.6905211806297302,0.6922279139963633
position_additive,44,28,0.690325915813446,0.6921682490644686
position_additive,44,29,0.6901217699050903,0.6920686767854859
position_additive,44,30,0.6899053454399109,0.6919327733786044
position_additive,44,31,0.6896727085113525,0.6917878825536922
position_additive,44,32,0.6894245147705078,0.6915663234731987
position_additive,44,33,0.6891635656356812,0.6913035137555512
position_additive,44,34,0.6888921856880188,0.6910637978168989
position_additive,44,35,0.6886107325553894,0.6908284832693443
position_additive,44,36,0.688316822052002,0.6906752251442274
position_additive,44,37,0.6880040764808655,0.6905826954742563
position_additive,44,38,0.6876674294471741,0.6904479676085397
position_additive,44,39,0.6873229146003723,0.6904180055258253
position_additive,44,40,0.6869691014289856,0.6903786696531148
position_additive,44,41,0.6866162419319153,0.6903918690475297
position_additive,44,42,0.6862563490867615,0.6904320376659966
position_additive,44,43,0.6858825087547302,0.6904469668939105
position_additive,44,44,0.6854931712150574,0.690372424225119
position_additive,44,45,0.6850906014442444,0.690233340316334
position_additive,44,46,0.6846713423728943,0.690109206754758
position_additive,44,47,0.6842399835586548,0.6899816293623678
position_additive,44,48,0.6837928295135498,0.6898558996787646
position_additive,44,49,0.6833326816558838,0.6897146637340527
position_additive,44,50,0.682853639125824,0.6895291148174921
position_additive,44,51,0.6823514699935913,0.6893404811721433
position_additive,44,52,0.6818253397941589,0.6891297480321725
position_additive,44,53,0.6812790036201477,0.6889060369024329
position_additive,44,54,0.6807138919830322,0.6887041021087755
position_additive,44,55,0.6801331639289856,0.6885019814513824
position_additive,44,56,0.6795329451560974,0.6882930906956461
position_additive,44,57,0.6789111495018005,0.6880509353230535
position_additive,44,58,0.6782682538032532,0.6878002027760878
position_additive,44,59,0.6776047348976135,0.6875321465037068
position_additive,44,60,0.676917552947998,0.6872283873970871
position_additive,44,61,0.6762112379074097,0.6868762820516704
position_additive,44,62,0.6754836440086365,0.6865130970968679
position_additive,44,63,0.674729585647583,0.6861399530804104
position_additive,44,64,0.6739543080329895,0.6858082296102157
position_additive,44,65,0.6731611490249634,0.685494440495118
position_additive,44,66,0.6723435521125793,0.6851903804544539
position_additive,44,67,0.6715011596679688,0.6848832583232963
position_additive,44,68,0.6706330180168152,0.6846235935076173
position_additive,44,69,0.6697472333908081,0.6843892716165737
position_additive,44,70,0.66884446144104,0.6841641062990366
position_additive,44,71,0.6679225564002991,0.6839567065303442
position_additive,44,72,0.6669825315475464,0.6837411714936259
position_additive,44,73,0.6660332679748535,0.6835558825786101
position_additive,44,74,0.6650717258453369,0.6834359551204456
position_additive,44,75,0.6640940308570862,0.6833528739131275
position_additive,44,76,0.6631013751029968,0.6832882227362839
position_additive,44,77,0.6621049642562866,0.6832637353920958
position_additive,44,78,0.6611005663871765,0.6833094896950195
position_additive,44,79,0.6600942611694336,0.683457360754439
position_additive,44,80,0.659077525138855,0.6836688715912238
position_additive,44,81,0.6580650806427002,0.6838955165671958
position_additive,44,82,0.6570553183555603,0.6841167956094101
position_additive,44,83,0.6560466885566711,0.6843467055822646
position_additive,44,84,0.6550458073616028,0.684624549967032
position_additive,44,85,0.6540538668632507,0.6849432149676833
position_additive,44,86,0.6530755162239075,0.6853325162275515
position_additive,44,87,0.6521135568618774,0.6858345451289687
position_additive,44,88,0.6511712074279785,0.6864283588185612
position_additive,44,89,0.6502493619918823,0.6871420306049232
position_additive,44,90,0.649351179599762,0.6879329702692236
position_additive,44,91,0.6484836935997009,0.6887438782020261
position_additive,44,92,0.6476518511772156,0.6895968572598639
position_additive,44,93,0.6468579173088074,0.6905893531941804
position_additive,44,94,0.6460937261581421,0.6916430207329697
position_additive,44,95,0.6453608870506287,0.6927849539817744
position_additive,44,96,0.6446655988693237,0.6940166823687173
position_additive,44,97,0.6440091729164124,0.6953562792065495
position_additive,44,98,0.6433923244476318,0.6967433213492921
position_additive,44,99,0.6428158283233643,0.6981921032948785
position_additive,44,100,0.6422790884971619,0.6996783513543952
position_additive,44,101,0.6417776346206665,0.7011922231014094
position_additive,44,102,0.6413152813911438,0.7027371004922913
position_additive,44,103,0.6408935785293579,0.7043032655692553
position_additive,44,104,0.6405063271522522,0.7058566522578889
position_additive,44,105,0.6401513814926147,0.7073965534578063
position_additive,44,106,0.6398290991783142,0.708898906829322
position_additive,44,107,0.6395354270935059,0.7103626906095699
cross_position,42,1,0.6923197507858276,0.6921766046522109
cross_position,42,2,0.6922166347503662,0.6921554754619831
cross_position,42,3,0.6920963525772095,0.6921755084521438
cross_position,42,4,0.6919657588005066,0.6922898949279799
cross_position,42,5,0.6918305158615112,0.6923625369094842
cross_position,42,6,0.6916708946228027,0.6924431247624995
cross_position,42,7,0.6914971470832825,0.6925858288700206
cross_position,42,8,0.6913225650787354,0.6926623937503242
cross_position,42,9,0.6911470890045166,0.6927294311793972
cross_position,42,10,0.6909630298614502,0.6927824105266924
cross_position,42,11,0.6907615065574646,0.6926559997720947
cross_position,42,12,0.6905320882797241,0.69241509894772
cross_position,42,13,0.6902761459350586,0.6922499197492602
cross_position,42,14,0.6899971961975098,0.6921259283041467
cross_position,42,15,0.6897085309028625,0.6919270992470228
cross_position,42,16,0.689423680305481,0.6917494172314903
cross_position,42,17,0.6891260147094727,0.691432737354372
cross_position,42,18,0.6888145804405212,0.6911155217870667
cross_position,42,19,0.6884803771972656,0.6908366989978433
cross_position,42,20,0.6881418228149414,0.6904528457518807
cross_position,42,21,0.6878079175949097,0.6900788152982016
cross_position,42,22,0.6874456405639648,0.6897524977268914
cross_position,42,23,0.6870632171630859,0.6893447334308556
cross_position,42,24,0.6866728067398071,0.6889760111321026
cross_position,42,25,0.6862670183181763,0.6885449874198435
cross_position,42,26,0.6858461499214172,0.6881893086620041
cross_position,42,27,0.6854040026664734,0.6878170461023867
